name,dose,tier_num,tier_desc,cost_30,cost_90,management,year
CHANTIX,1 KIT IN 1 CARTON,4,Non-Preferred Brand,35%,35%,Q:56/28Days,2013-01-01T00:00:00Z
CHANTIX,1MG TABLET,4,Non-Preferred Brand,35%,35%,Q:56/28Days,2013-01-01T00:00:00Z
CHEMET,100MG CAPSULE,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CHENODAL,"250MG/1 100 FILM COATED TABLETS IN BOTTLE, PLASTIC",4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CHLORAMPHEN,NA SUCC 1GM VL,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHLORHEXIDINE,GLUCONATE 0.12% MOUTHWASH,1,Preferred Generics,$1.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHLOROQUINE,PH 500MG TABLET,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHLOROQUINE,PHOSPHATE 250MG TABLET (50 CT),2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHLOROTHIAZIDE,250MG TABLET,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHLOROTHIAZIDE,500MG TABLET,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHLOROTHIAZIDE,SODIUM FOR INJECTION 500MG/VIAL,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHLORPROMAZINE,10MG TABLET,2,Non-Preferred Generics,$3.00 ,$0.00 ,P,2013-01-01T00:00:00Z
CHLORPROMAZINE,25MG TABLET,2,Non-Preferred Generics,$3.00 ,$0.00 ,P,2013-01-01T00:00:00Z
CHLORPROMAZINE,25MG/ML AMP,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHLORPROMAZINE,50 MG TABLET,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHLORPROMAZINE,HCL 200MG TABLET,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHLORPROMAZINE,HYDROCHLORIDE 100MG SUGAR COATED 1000 TABLET BOTTLE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHLORTHALIDONE,25MG TABLET (100 CT),2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHLORTHALIDONE,50MG TABLET (1000 CT),2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CHOLESTYRAMINE,LIGHT POWDER FOR ORAL SUSPENSION,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CHORIONIC,GONAD 10000U VIAL,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CICLOPIROX,1ML/100ML 1 BOTTLE IN 1 CARTON / 120 ML IN 1 BOTTLE,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CICLOPIROX,7.7MG/ML 60 ML IN 1 BOTTLE,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CICLOPIROX,8% TOPICAL SOLUTION NAIL LACQUER 6.6ML BOT,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CICLOPIROX,GEL,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CICLOPIROX,OLAMINE 7.7MG/G 1 TUBE IN 1 TUBE / 15 G IN 1 TUBE,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CILOSTAZOL,50MG/1 60 TABLET BOTTLE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CILOSTAZOL,TABLET 100MG (60 CT),2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIMETIDINE,150MG/ML VIAL,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIMETIDINE,"200MG/1 100 FILM COATED TABLETS IN BOTTLE, PLASTIC",2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIMETIDINE,400MG/1 100 FILM COATED TABLETS IN BOTTLE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIMETIDINE,"800MG/1 100 FILM COATED TABLETS IN BOTTLE, PLASTIC",1,Preferred Generics,$1.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIMETIDINE,HYDROCHLORIDE ORAL SOLUTION 300MG/5ML 237 ML IN 1 BOTTLE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIMETIDINE,TABLETS,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIMZIA,2 KIT IN 1 CARTON / 1 KIT IN 1 KIT,5,Specialty,25%,N/A,P Q:6/30Days,2013-01-01T00:00:00Z
CIMZIA,200 MG/ML SYRINGE KIT,5,Specialty,25%,N/A,P Q:6/30Days,2013-01-01T00:00:00Z
CIPROFLOXACIN,0.3% EYE DROP,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIPROFLOXACIN,250MG TABLET (100 CT),1,Preferred Generics,$1.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIPROFLOXACIN,400MG/40ML 1 VIAL IN 1 CARTON / 40 ML IN 1 VIAL,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIPROFLOXACIN,500MG TABLET,1,Preferred Generics,$1.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIPROFLOXACIN,AND DEXTROSE 2MG/ML 24 BAG IN 1 CASE / 100 ML IN 1 BAG,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIPROFLOXACIN,HCL 100MG TABLET,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CIPROFLOXACIN,TABLETS 750MG 100 BOT,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CISPLATIN,100MG/100ML 1 VIAL IN 1 CARTON / 100 ML IN 1 VIAL,3,Preferred Brand,20%,20%,P,2013-01-01T00:00:00Z
CITALOPRAM,HBR 20 MG TABLET,1,Preferred Generics,$1.00 ,$0.00 ,Q:60/30Days,2013-01-01T00:00:00Z
CITALOPRAM,HBR ORAL SOLUTION 10MG 240ML BOTPL,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CITALOPRAM,HYDROBROMIDE TABLETS 40MG 30 BOT,1,Preferred Generics,$1.00 ,$0.00 ,Q:30/30Days,2013-01-01T00:00:00Z
CITOLOPRAM,HBR 10MG TABLET (100 CT),2,Non-Preferred Generics,$3.00 ,$0.00 ,Q:30/30Days,2013-01-01T00:00:00Z
CLADRIBINE,1MG/ML VIAL,2,Non-Preferred Generics,$3.00 ,$0.00 ,P,2013-01-01T00:00:00Z
CLARITHROMYCIN,250MG TABLET,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLARITHROMYCIN,500MG TABLET,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLARITHROMYCIN,ER 500MG TABLET (60 CT),3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CLARITHROMYCIN,FOR ORAL SUSPENSION,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLARITHROMYCIN,FOR ORAL SUSPENSION,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLEOCIN,300MG/D5W/GALAXY,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLEOCIN,600MG/D5W/GALAXY,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLEOCIN,900MG/D5W/GALAXY,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLINDAMYCIN,150MG/ML ADDVAN,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLINDAMYCIN,HCL 150MG CAPSULE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLINDAMYCIN,HYDROCHLORIDE 75MG/1 200 CAPSULE IN 1 BOTTLE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLINDAMYCIN,HYDROCHLORIDE CAPSULES,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLINDAMYCIN,PHOSP 1% LOTION,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLINDAMYCIN,PHOSPHATE 10MG/ML 1 BOTTLE IN 1 CARTON / 60 ML IN 1 BOTTLE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLINDAMYCIN,PHOSPHATE AND BENZOYL PEROXIDE 1 KIT,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLINDAMYCIN,PHOSPHATE GEL 1% 30GRAM TUBE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLINDAMYCIN,PHOSPHATE TOPICAL SOLUTION USP PLEDGETS 1% 60 BOX,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLINDAMYCIN,PHOSPHATE VAGINAL CREAM,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLINDAMYCIN-D5W,300 MG/50 ML,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLINDAMYCIN-D5W,600 MG/50 ML,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLINDAMYCIN-D5W,900 MG/50 ML,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLINIMIX,2.75%/5% INJECTION 1000ML BAG,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,4.25/10 SOLUTION,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,4.25/20 SOLUTION,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,4.25/25 SOLUTION,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,4.25/5 SOLUTION,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,5/15 SOLUTION,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,5/20 SOLUTION,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,5/25 SULFITE FREE INJECTIONS 1035MG-420MEQ 1000ML BAG,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,E 2.75/10 SOLUTION,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,E 2.75/5 SOLUTION,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,E 4.25/25 SOLUTION,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,E 4.25/5 SOLUTION,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,E 5/20 SOLUTION,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,E 5/25 SOLUTION,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLINIMIX,E 5%/15% INJECTION 2000ML BAG,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CLOBETASOL,0.05% OINTMENT,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLOBETASOL,E 0.05% CREAM,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLOBETASOL,PROPIONATE 0.4625MG/ML 1 BOTTLE IN 1 CARTON / 50 ML IN 1 BOTTLE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLOBETASOL,PROPIONATE 0.5MG/G 1 CAN IN 1 CARTON / 100 G IN 1 CAN,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLOBETASOL,PROPIONATE GEL .05% 60 GM TUBE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLOLAR,1MG/ML VIAL,5,Specialty,25%,N/A,P,2013-01-01T00:00:00Z
CLOMIPRAMINE,HCL 25MG CAPSULE,2,Non-Preferred Generics,$3.00 ,$0.00 ,P,2013-01-01T00:00:00Z
CLOMIPRAMINE,HCL 50MG CAPSULE,2,Non-Preferred Generics,$3.00 ,$0.00 ,P,2013-01-01T00:00:00Z
CLOMIPRAMINE,HCL 75MG CAPSULE,2,Non-Preferred Generics,$3.00 ,$0.00 ,P,2013-01-01T00:00:00Z
CLONAZEPAM,"0.125MG/1 10 BLISTER PACK IN 1 CARTON / 6 TABLET, ORALLY DISINTEGRATING IN 1 BLISTER PAC",4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLONAZEPAM,"0.25MG/1 10 BLISTER PACK IN 1 CARTON / 6 TABLET, ORALLY DISINTEGRATING IN 1 BLISTER PACK",4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLONAZEPAM,"0.5MG/1 10 BLISTER PACK IN 1 CARTON / 6 TABLET, ORALLY DISINTEGRATING IN 1 BLISTER PACK",4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLONAZEPAM,0.5MG/1 100 TABLET BOTTLE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLONAZEPAM,"1MG/1 10 BLISTER PACK IN 1 CARTON / 6 TABLET, ORALLY DISINTEGRATING IN 1 BLISTER PACK",4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLONAZEPAM,"1MG/1 90 TABLET BOTTLE, PLASTIC",2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLONAZEPAM,"2MG/1 10 BLISTER PACK IN 1 CARTON / 6 TABLET, ORALLY DISINTEGRATING IN 1 BLISTER PACK",4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLONAZEPAM,2MG/1 100 TABLET BOTTLE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLONIDINE,0.1MG/D 4 POUCH IN 1 CARTON / 1 PATCH IN 1 POUCH / 7 D IN 1 PATCH,3,Preferred Brand,20%,20%,Q:4/28Days,2013-01-01T00:00:00Z
CLONIDINE,0.2MG/D 4 POUCH IN 1 CARTON / 1 PATCH IN 1 POUCH / 7 D IN 1 PATCH,3,Preferred Brand,20%,20%,Q:4/28Days,2013-01-01T00:00:00Z
CLONIDINE,0.3MG/D 4 POUCH IN 1 CARTON / 1 PATCH IN 1 POUCH / 7 D IN 1 PATCH,3,Preferred Brand,20%,20%,Q:4/28Days,2013-01-01T00:00:00Z
CLONIDINE,HCL 0.2MG TABLET (500 CT),1,Preferred Generics,$1.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLONIDINE,HCL TABLET 0.1MG (500 CT),1,Preferred Generics,$1.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLONIDINE,HCL TABLET 0.3MG (100 CT),3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CLOPIDOGREL,300 MG TABLET,2,Non-Preferred Generics,$3.00 ,$0.00 ,Q:1/30Days,2013-01-01T00:00:00Z
CLOPIDOGREL,TAB 75MG,2,Non-Preferred Generics,$3.00 ,$0.00 ,Q:30/30Days,2013-01-01T00:00:00Z
CLORAZEPATE,15 MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLORAZEPATE,"DIPOTASSIUM 3.75MG/1 500 TABLET BOTTLE, PLASTIC",4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLORAZEPATE,"DIPOTASSIUM 7.5MG/1 500 TABLET BOTTLE, PLASTIC",4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLORPRES,0.1-15 TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLORPRES,0.2-15 TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLORPRES,0.3-15 TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CLOTRIMAZOLE,1% CREAM,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLOTRIMAZOLE,10MG TROCHE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLOTRIMAZOLE,SOLUTION TOPICAL 1% 30ML BOTPL,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLOTRIMAZOLE-BETAMETHASONE,1-0.05% LOTION,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLOTRIMAZOLE/BETAMETHASONE,DIPROPIONATE 0.64; 10MG/G; MG/G 45 G IN 1 TUBE,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CLOZAPINE,100MG/1 100 TABLET BOTTLE,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CLOZAPINE,200MG TABLET (500 CT),3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CLOZAPINE,25MG TABLET (100 CT),3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CLOZAPINE,50MG TABLET (500 CT),3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
COARTEM,20MG-120MG,4,Non-Preferred Brand,35%,35%,Q:24/30Days,2013-01-01T00:00:00Z
CODEINE,SULFATE 30 MG TABLET 3100,3,Preferred Brand,20%,20%,Q:360/30Days,2013-01-01T00:00:00Z
CODEINE,SULFATE 60MG/1 100 TABLET BOTTLE,3,Preferred Brand,20%,20%,Q:180/30Days,2013-01-01T00:00:00Z
CODEINE,SULFATE TABLETS,3,Preferred Brand,20%,20%,Q:360/30Days,2013-01-01T00:00:00Z
COLCRYS,0.6 MG TABLET,3,Preferred Brand,20%,20%,Q:120/30Days,2013-01-01T00:00:00Z
COLESTIPOL,HCL 1G TABLET,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
COLESTIPOL,HYDROCHLORIDE 5G/1 100 SUSPENSION IN 1 BOTTLE,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
COLISTIMETHATE,150MG/2ML 1 VIAL IN 1 CARTON / 2 ML IN 1 VIAL,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COLLAGENASE,SANTYL OINTMENT 250UNT 30GM TUBE,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COLOCORT,100MG ENEMA,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
COLY,MYCIN M FOR INJECTION 150MG/VIAL 5 ML VIALSD,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COMETRIQ,100 MG DAILY-DOSE PK,5,Specialty,25%,N/A,P Q:56/28Days,2013-01-01T00:00:00Z
COMETRIQ,140 MG DAILY-DOSE PK,5,Specialty,25%,N/A,P Q:112/28Days,2013-01-01T00:00:00Z
COMETRIQ,60 MG DAILY-DOSE PACK,5,Specialty,25%,N/A,P Q:84/28Days,2013-01-01T00:00:00Z
COMPLERA,200; 27.5; 300MG/1; MG/1; MG/1,5,Specialty,25%,N/A,Q:30/30Days,2013-01-01T00:00:00Z
COMPRO,25MG SUPPOSITORY,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
COMTAN,200MG TABLET,4,Non-Preferred Brand,35%,35%,Q:300/30Days,2013-01-01T00:00:00Z
COMVAX,VACCINE VIAL,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CONSTULOSE,10 GM/15 ML SOLN,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
COPAXONE,20MG/ML 30 BLISTER PACK IN 1 CRTN,5,Specialty,25%,N/A,P Q:30/30Days,2013-01-01T00:00:00Z
CORTIFOAM,RECTAL FOAM,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CORTISONE,ACETATE 25MG TABLET (100 CT),2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
COSMEGEN,0.5MG VIAL,5,Specialty,25%,N/A,P,2013-01-01T00:00:00Z
COUMADIN,10MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COUMADIN,1MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COUMADIN,2.5MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COUMADIN,2MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COUMADIN,3MG/1 1 BOTTLE IN 1 CARTON / 100 TABLET BOTTLE,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COUMADIN,4MG/1 100 TABLET IN 1 BLISTER PACK,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COUMADIN,5MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COUMADIN,5MG VIAL,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COUMADIN,6MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COUMADIN,7.5MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
COVERA-HS,180MG SA TABLET,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2013-01-01T00:00:00Z
COVERA-HS,240MG SA TABLET,4,Non-Preferred Brand,35%,35%,Q:60/30Days,2013-01-01T00:00:00Z
CREON,"256.11MG/1 1 BOTTLE IN 1 CARTON / 70 CAPSULE, DELAYED RELEASE IN 1 BOTTLE",3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CREON,DELAYED RELEASE CAPSULES 12000MG 100 BOT,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CREON,DELAYED RELEASE CAPSULES 24000MG 100 BOT,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CREON,DELAYED RELEASE CAPSULES 6000MG 100 BOT,3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CREON,"DR 36,000 UNITS CAPSULE",3,Preferred Brand,20%,20%,None,2013-01-01T00:00:00Z
CRESTOR,10MG TABLET,3,Preferred Brand,20%,20%,Q:30/30Days,2013-01-01T00:00:00Z
CRESTOR,20MG TABLET,3,Preferred Brand,20%,20%,Q:30/30Days,2013-01-01T00:00:00Z
CRESTOR,"40MG/1 30 FILM COATED TABLETS IN BOTTLE, PLASTIC",3,Preferred Brand,20%,20%,Q:30/30Days,2013-01-01T00:00:00Z
CRESTOR,5MG TABLET,3,Preferred Brand,20%,20%,Q:30/30Days,2013-01-01T00:00:00Z
CRIXIVAN,200MG CAPSULE,4,Non-Preferred Brand,35%,35%,Q:450/30Days,2013-01-01T00:00:00Z
CRIXIVAN,400MG/1 90 CAPSULE IN 1 BOTTLE,4,Non-Preferred Brand,35%,35%,Q:270/30Days,2013-01-01T00:00:00Z
CROMOLYN,NEBULIZER SOLUTION,2,Non-Preferred Generics,$3.00 ,$0.00 ,P,2013-01-01T00:00:00Z
CROMOLYN,SODIUM 100 MG/5 ML,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CROMOLYN,SODIUM 4% 40MG 10ML BOT,2,Non-Preferred Generics,$3.00 ,$0.00 ,None,2013-01-01T00:00:00Z
CUBICIN,500MG VIAL,5,Specialty,25%,N/A,P,2013-01-01T00:00:00Z
CYCLAFEM,1/35 6 BLISTER PACK IN 1 CARTON / 1 KIT IN 1 BLISTER PACK,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CYCLAFEM,7/7/7 6 BLISTER PACK IN 1 CARTON / 1 KIT IN 1 BLISTER PACK,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CYCLOPHOSPHAMIDE,25MG TABLET,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CYCLOPHOSPHAMIDE,50MG TABLET,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CYCLOSPORINE,100MG CAPSULE,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CYCLOSPORINE,"100MG/1 30 BLISTER PACK IN 1 CARTON / 1 CAPSULE, LIQUID FILLED IN 1 BLISTER PACK",4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CYCLOSPORINE,25MG CAPSULE,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CYCLOSPORINE,"25MG/1 30 BLISTER PACK IN 1 CARTON / 1 CAPSULE, LIQUID FILLED IN 1 BLISTER PACK",4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CYCLOSPORINE,"50MG/1 30 BLISTER PACK IN 1 CARTON / 1 CAPSULE, LIQUID FILLED IN 1 BLISTER PACK",4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CYCLOSPORINE,50MG/ML 10 VIAL IN 1 BOX / 5 ML IN 1 VIAL,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CYCLOSPORINE,ORAL SOLUTION 100MG 50ML BOT,4,Non-Preferred Brand,35%,35%,P,2013-01-01T00:00:00Z
CYKLOKAPRON,100MG/ML AMPUL,3,Preferred Brand,20%,20%,P Q:400/30Days,2013-01-01T00:00:00Z
CYMBALTA,20MG CAPSULE,3,Preferred Brand,20%,20%,Q:60/30Days,2013-01-01T00:00:00Z
CYMBALTA,"60MG/1 1000 CAPSULE, DELAYED RELEASE IN 1 BOTTLE",3,Preferred Brand,20%,20%,Q:60/30Days,2013-01-01T00:00:00Z
CYMBALTA,CAPSULES DELAYED RELEASE 30MG (30 CT),3,Preferred Brand,20%,20%,Q:60/30Days,2013-01-01T00:00:00Z
CYSTADANE,POWDER FOR ORAL SOLUTION 180GM,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CYSTAGON,150MG CAPSULE,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CYSTAGON,50MG CAPSULE,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CYSTARAN,0.44% EYE DROPS,5,Specialty,25%,N/A,P Q:60/28Days,2013-01-01T00:00:00Z
CYTARABINE,20MG/ML VIAL,2,Non-Preferred Generics,$3.00 ,$0.00 ,P,2013-01-01T00:00:00Z
CYTARABINE,500MG VIAL,2,Non-Preferred Generics,$3.00 ,$0.00 ,P,2013-01-01T00:00:00Z
CYTARABINE,SOLUTION INJECTION 100MG 20ML VIALSD,2,Non-Preferred Generics,$3.00 ,$0.00 ,P,2013-01-01T00:00:00Z
CYTOMEL,25MCG TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CYTOMEL,50MCG TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
CYTOMEL,5MCG TABLET,4,Non-Preferred Brand,35%,35%,None,2013-01-01T00:00:00Z
