name,tier_num,tier_desc,cost_share_30_day,cost_share_90_day,management,year
ABILIFY 10MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,Q:30/30Days,2013
ABILIFY 15MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,Q:30/30Days,2013
ABILIFY 1MG/ML SOLUTION,3,Non-Preferred Brand Drugs,43%,43%,Q:900/30Days,2013
ABILIFY 20MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,Q:30/30Days,2013
ABILIFY 2MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,Q:30/30Days,2013
ABILIFY 30MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,Q:30/30Days,2013
ABILIFY 5MG TABLET (OTSUKA),3,Non-Preferred Brand Drugs,43%,43%,Q:30/30Days,2013
ABILIFY DISCMELT 10MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,Q:60/30Days,2013
ABILIFY DISCMELT 15MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,Q:60/30Days,2013
ABILIFY INJ 9.75MG,3,Non-Preferred Brand Drugs,43%,43%,Q:4/1Days,2013
"Acarbose 100mg/1 1000 TABLET in 1 BOTTLE, PLASTIC",1,Generics,$2.00 ,$5.00 ,None,2013
Acarbose 50mg/1 100 TABLET in 1 BOTTLE,1,Generics,$2.00 ,$5.00 ,None,2013
ACARBOSE TABLETS,1,Generics,$2.00 ,$5.00 ,None,2013
ACEBUTOLOL 200MG CAPSULE,1,Generics,$2.00 ,$5.00 ,None,2013
ACEBUTOLOL 400MG CAPSULE,1,Generics,$2.00 ,$5.00 ,None,2013
ACELLULAR PERTUSSIS VACCINE 50 UNT/ML / DIPHTHERIA TOXOID VACCINE 50 UNT/ML / TETANUS TOXOID VACCINE,2,Preferred Brands,21%,21%,None,2013
Acetaminophen and Codeine Phosphate 300; 60mg/1; mg/1 500 TABLET in 1 BOTTLE,1,Generics,$2.00 ,$5.00 ,Q:400/30Days,2013
ACETAMINOPHEN AND CODEINE PHOSPHATE SOLUTION ORAL USP 120;12MG/5ML;MG/ 12.5 ML CUPUD,1,Generics,$2.00 ,$5.00 ,Q:5000/30Days,2013
ACETAMINOPHEN AND CODEINE PHOSPHATE TABLET 300MG-30MG (60 CT),1,Generics,$2.00 ,$5.00 ,Q:400/30Days,2013
ACETAMINOPHEN AND CODEINE PHOSPHATE TABLET USP 300MG-15MG (100 CT),1,Generics,$2.00 ,$5.00 ,Q:400/30Days,2013
ACETAZOLAMIDE 125MG TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
ACETAZOLAMIDE 250MG TABLET (100 CT),1,Generics,$2.00 ,$5.00 ,None,2013
ACETAZOLAMIDE EXTENDED RELEASE CAPSULES 500MG 100 BOT,3,Non-Preferred Brand Drugs,43%,43%,None,2013
ACETIC ACID 2% SOLUTION NON-ORAL,1,Generics,$2.00 ,$5.00 ,None,2013
ACETYLCYSTEINE 10% VIAL,1,Generics,$2.00 ,$5.00 ,P,2013
ACETYLCYSTEINE 20% VIAL 3 X 30ML CRTN,1,Generics,$2.00 ,$5.00 ,P,2013
ACTEMRA INJECTION 200MG/10ML,4,Specialty,25%,25%,P,2013
ACTHIB VACCINE VIAL 10-24UNT/5ML,2,Preferred Brands,21%,21%,None,2013
ACTIMMUNE SOLUTION FOR INJECTION 100MCG,4,Specialty,25%,25%,P,2013
ACTOPLUS MET 15MG/500MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,Q:90/30Days,2013
ACTOPLUS MET 15MG/850MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,Q:90/30Days,2013
ACTOS 15MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,Q:30/30Days,2013
ACTOS 30MG TABLET (500 CT),3,Non-Preferred Brand Drugs,43%,43%,Q:30/30Days,2013
ACTOS 45MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,Q:30/30Days,2013
ACYCLOVIR 200 MG CAPSULE,1,Generics,$2.00 ,$5.00 ,None,2013
Acyclovir 200mg/5mL 473 mL in 1 BOTTLE,1,Generics,$2.00 ,$5.00 ,None,2013
Acyclovir 400mg/1 100 BLISTER PACK in 1 BOX / 1 TABLET in 1 BLISTER PACK,1,Generics,$2.00 ,$5.00 ,None,2013
ACYCLOVIR 800 MG TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
ACYCLOVIR SODIUM 500MG VIAL,2,Preferred Brands,21%,21%,P,2013
ADACEL VIAL 2UNT/5UNT,2,Preferred Brands,21%,21%,None,2013
ADAGEN 250U/ML VIAL,4,Specialty,25%,25%,None,2013
ADALIMUMAB 50 MG/ML PREFILLED SYRINGE [HUMIRA],4,Specialty,25%,25%,P Q:2/28Days,2013
ADAPALENE CREAM,3,Non-Preferred Brand Drugs,43%,43%,None,2013
ADAPALENE GEL,3,Non-Preferred Brand Drugs,43%,43%,None,2013
ADCIRCA TABLETS 20MG 60 BOT,4,Specialty,25%,25%,P Q:60/30Days,2013
ADVAIR DISKUS MIS 100/50,3,Non-Preferred Brand Drugs,43%,43%,Q:60/30Days,2013
ADVAIR DISKUS MIS 250/50,3,Non-Preferred Brand Drugs,43%,43%,Q:60/30Days,2013
ADVAIR DISKUS MIS 500/50,3,Non-Preferred Brand Drugs,43%,43%,Q:60/30Days,2013
"ADVAIR HFA 230; 21ug/1; ug/1 120 AEROSOL, METERED in 1 INHALER",3,Non-Preferred Brand Drugs,43%,43%,Q:12/30Days,2013
ADVAIR HFA INHALER 115;21MCG;MCG 120ACTN INHL,3,Non-Preferred Brand Drugs,43%,43%,Q:12/30Days,2013
ADVAIR HFA INHALER 45;21MCG;MCG 120 ACTN INHL,3,Non-Preferred Brand Drugs,43%,43%,Q:12/30Days,2013
AFEDITAB CR 30MG TABLET SA,2,Preferred Brands,21%,21%,Q:60/30Days,2013
AFEDITAB CR 60MG TABLET SA,2,Preferred Brands,21%,21%,Q:30/30Days,2013
Afinitor 7.5mg/1 28 BLISTER PACK in 1 CARTON / 1 TABLET in 1 BLISTER PACK,4,Specialty,25%,25%,Q:60/30Days,2013
AFINITOR TABLETS 10 MG,4,Specialty,25%,25%,Q:60/30Days,2013
AFINITOR TABLETS 2.5 MG,4,Specialty,25%,25%,Q:30/30Days,2013
AFINITOR TABLETS 5 MG,4,Specialty,25%,25%,Q:30/30Days,2013
AGGRENOX 25-200MG CAPSULE,3,Non-Preferred Brand Drugs,43%,43%,None,2013
AK-CON 0.1% EYE DROPS,1,Generics,$2.00 ,$5.00 ,None,2013
ALA-CORT 1% CREAM,1,Generics,$2.00 ,$5.00 ,None,2013
ALBENZA 200 MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,None,2013
"ALBUTEROL SULFATE 0.75mg/3mL 30 POUCH in 1 CARTON / 1 VIAL, SINGLE-DOSE in 1 POUCH / 3 mL in 1 VIAL",1,Generics,$2.00 ,$5.00 ,P,2013
ALBUTEROL SULFATE 1.25MG/3ML VIAL NEBULIZER,1,Generics,$2.00 ,$5.00 ,P,2013
ALBUTEROL SULFATE 4MG TABLET SR 12HR,1,Generics,$2.00 ,$5.00 ,None,2013
ALBUTEROL SULFATE 8MG TABLET SR 12HR,1,Generics,$2.00 ,$5.00 ,None,2013
ALBUTEROL SULFATE INHALATION SOLUTION 0.5% 20ML BOTDR,1,Generics,$2.00 ,$5.00 ,P,2013
ALBUTEROL SULFATE SOLUTION FOR INHALATION,1,Generics,$2.00 ,$5.00 ,P,2013
ALBUTEROL SULFATE SYRUP 2MG/5ML 16 FLO BOT,1,Generics,$2.00 ,$5.00 ,None,2013
ALBUTEROL SULFATE TABLET 2MG (500 CT),1,Generics,$2.00 ,$5.00 ,None,2013
ALBUTEROL TABLET 4MG (500 CT),1,Generics,$2.00 ,$5.00 ,None,2013
ALCLOMETASONE DIPROPIONATE 0.05% CREAM,1,Generics,$2.00 ,$5.00 ,None,2013
Alclometasone Dipropionate 0.5mg/g 1 TUBE in 1 CARTON / 60 g in 1 TUBE,1,Generics,$2.00 ,$5.00 ,None,2013
ALDURAZYME 2.9MG/5ML VIAL,4,Specialty,25%,25%,None,2013
ALENDRONATE SODIUM 10MG TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
ALENDRONATE SODIUM 40MG TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
ALENDRONATE SODIUM 5MG TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
ALENDRONATE SODIUM 70mg/1,1,Generics,$2.00 ,$5.00 ,Q:4/28Days,2013
ALENDRONATE SODIUM TABLET 35MG 20 CRTN,1,Generics,$2.00 ,$5.00 ,Q:4/28Days,2013
"ALFUZOSIN HYDROCHLORIDE 10mg/1 100 TABLET, EXTENDED RELEASE in 1 BOTTLE",1,Generics,$2.00 ,$5.00 ,Q:30/30Days,2013
ALIMTA 500MG VIAL,4,Specialty,25%,25%,P,2013
ALINIA 100MG/5ML SUSPENSION,3,Non-Preferred Brand Drugs,43%,43%,Q:540/30Days,2013
ALINIA 500MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,Q:20/30Days,2013
"Allopurinol 300mg/1 100 BLISTER PACK in 1 BOX, UNIT-DOSE / 1 TABLET in 1 BLISTER PACK",1,Generics,$2.00 ,$5.00 ,None,2013
ALLOPURINOL SODIUM 500MG VIAL,1,Generics,$2.00 ,$5.00 ,None,2013
ALLOPURINOL TABLETS,1,Generics,$2.00 ,$5.00 ,None,2013
ALPHAGAN P 0.1% DROPS,2,Preferred Brands,21%,21%,None,2013
ALPHAGAN P 0.15% EYE DROPS,2,Preferred Brands,21%,21%,None,2013
ALREX 0.2% EYE DROPS,2,Preferred Brands,21%,21%,None,2013
AMANTADINE 100MG CAPSULE,1,Generics,$2.00 ,$5.00 ,None,2013
AMANTADINE 100MG TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
Amantadine Hydrochloride 50mg/5mL 473 mL in 1 BOTTLE,1,Generics,$2.00 ,$5.00 ,None,2013
AMCINONIDE 0.1% CREAM,3,Non-Preferred Brand Drugs,43%,43%,None,2013
AMCINONIDE 0.1% LOTION,3,Non-Preferred Brand Drugs,43%,43%,None,2013
AMCINONIDE 0.1% OINTMENT 60GM TUBE,3,Non-Preferred Brand Drugs,43%,43%,None,2013
"AMIFOSTINE 50mg/mL 3 VIAL, SINGLE-USE in 1 CARTON / 10 mL in 1 VIAL, SINGLE-USE",4,Specialty,25%,25%,P,2013
AMIKACIN 250MG/ML VIAL,1,Generics,$2.00 ,$5.00 ,None,2013
AMIKACIN 50MG/ML VIAL,1,Generics,$2.00 ,$5.00 ,None,2013
AMILORIDE HCL W/HCTZ 5MG-50MG TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
AMILORIDE HYDROCHLORIDE TABLETS 5MG 100 BOT,1,Generics,$2.00 ,$5.00 ,None,2013
Aminophylline 25mg/mL 5 TRAY in 1 CARTON / 5 AMPULE in 1 TRAY / 10 mL in 1 AMPULE,1,Generics,$2.00 ,$5.00 ,None,2013
AMINOSYN HBC INJECTION SULFITE FREE 7%,3,Non-Preferred Brand Drugs,43%,43%,P,2013
AMINOSYN II 10% IV SOLUTION,3,Non-Preferred Brand Drugs,43%,43%,P,2013
AMINOSYN II 7% IV SOLUTION,3,Non-Preferred Brand Drugs,43%,43%,P,2013
AMINOSYN II 8.5% ELECTROLYT,3,Non-Preferred Brand Drugs,43%,43%,P,2013
AMINOSYN II 8.5% IV SOLUTION,3,Non-Preferred Brand Drugs,43%,43%,P,2013
AMINOSYN M 3.5% IV SOLUTION,3,Non-Preferred Brand Drugs,43%,43%,P,2013
AMINOSYN PF INJECTION,3,Non-Preferred Brand Drugs,43%,43%,P,2013
AMINOSYN WITH ELECTROLYTES SULFITE FREE INJECTION 8.5%,3,Non-Preferred Brand Drugs,43%,43%,P,2013
AMINOSYN-PF 7% IV SOLUTION,3,Non-Preferred Brand Drugs,43%,43%,P,2013
AMIODARONE HCL 200MG 60 TABLET BOTTLE,1,Generics,$2.00 ,$5.00 ,None,2013
AMIODARONE HCL 400MG TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
AMIODARONE HCL INJECTION,1,Generics,$2.00 ,$5.00 ,None,2013
AMITIZA 8MCG CAPSULE,2,Preferred Brands,21%,21%,S Q:60/30Days,2013
AMITIZA CAPSULES 24MCG 60 CAP BOT,2,Preferred Brands,21%,21%,S Q:60/30Days,2013
AMITRIPTYLINE HCL 100MG TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
AMITRIPTYLINE HCL 10MG TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
AMITRIPTYLINE HCL 150 MG TAB,1,Generics,$2.00 ,$5.00 ,None,2013
AMITRIPTYLINE HCL 25MG TABLET USP (100 CT),1,Generics,$2.00 ,$5.00 ,None,2013
AMITRIPTYLINE HCL 75MG TABLET USP (100 CT),1,Generics,$2.00 ,$5.00 ,None,2013
AMITRIPTYLINE HCL TABLETS 50MG 100 BOT,1,Generics,$2.00 ,$5.00 ,None,2013
AMLODIPINE BESYLATE 10MG TABLET (90 CT),1,Generics,$2.00 ,$5.00 ,Q:30/30Days,2013
AMLODIPINE BESYLATE 2.5MG TABLET (90 CT),1,Generics,$2.00 ,$5.00 ,Q:45/30Days,2013
AMLODIPINE BESYLATE 5MG TABLET (90 CT),1,Generics,$2.00 ,$5.00 ,Q:45/30Days,2013
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE CAPSULES,2,Preferred Brands,21%,21%,Q:30/30Days,2013
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE CAPSULES,2,Preferred Brands,21%,21%,Q:30/30Days,2013
AMLODIPINE BESYLATE-BENAZEPRIL 10MG-20MG CAPSULE,2,Preferred Brands,21%,21%,Q:30/30Days,2013
AMLODIPINE BESYLATE-BENAZEPRIL 2.5MG-10MG CAPSULE,2,Preferred Brands,21%,21%,Q:30/30Days,2013
AMLODIPINE BESYLATE-BENAZEPRIL 5-10MG CAPSULE,2,Preferred Brands,21%,21%,Q:30/30Days,2013
AMLODIPINE BESYLATE-BENAZEPRIL 5MG-20MG CAPSULE,2,Preferred Brands,21%,21%,Q:30/30Days,2013
AMMONIUM LACTATE 12% CREAM,1,Generics,$2.00 ,$5.00 ,None,2013
AMMONIUM LACTATE 12% LOTION,1,Generics,$2.00 ,$5.00 ,None,2013
Amnesteem 10mg/1 3 BLISTER PACK in 1 CARTON / 10 CAPSULE in 1 BLISTER PACK,3,Non-Preferred Brand Drugs,43%,43%,None,2013
Amnesteem 20mg/1 3 BLISTER PACK in 1 CARTON / 10 CAPSULE in 1 BLISTER PACK,3,Non-Preferred Brand Drugs,43%,43%,None,2013
Amnesteem 40mg/1 3 BLISTER PACK in 1 CARTON / 10 CAPSULE in 1 BLISTER PACK,3,Non-Preferred Brand Drugs,43%,43%,None,2013
AMOX TR-K CLV 500-125 MG TAB,1,Generics,$2.00 ,$5.00 ,None,2013
AMOX TR-POTASSIUM CLAVULANATE 200-28.5/5 SUSPENSION RECONSTITUTED ORAL,2,Preferred Brands,21%,21%,None,2013
AMOX TR-POTASSIUM CLAVULANATE 200-28.5MG TABLET CHEWABLE,1,Generics,$2.00 ,$5.00 ,None,2013
AMOX TR-POTASSIUM CLAVULANATE 250-125MG TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
AMOX TR-POTASSIUM CLAVULANATE 400-57MG TABLET CHEWABLE,1,Generics,$2.00 ,$5.00 ,None,2013
AMOX TR-POTASSIUM CLAVULANATE 400-57MG/5 SUSPENSION RECONSTITUTED ORAL,2,Preferred Brands,21%,21%,None,2013
AMOXAPINE 100MG TABLET,2,Preferred Brands,21%,21%,None,2013
AMOXAPINE 150MG TABLET,2,Preferred Brands,21%,21%,None,2013
AMOXAPINE 25MG TABLET,2,Preferred Brands,21%,21%,None,2013
AMOXAPINE 50MG TABLET,2,Preferred Brands,21%,21%,None,2013
AMOXICILLIN 125MG TABLET CHEW,1,Generics,$2.00 ,$5.00 ,None,2013
AMOXICILLIN 250MG CAPSULE,1,Generics,$2.00 ,$5.00 ,None,2013
"Amoxicillin 250mg/1 500 TABLET, CHEWABLE in 1 BOTTLE",1,Generics,$2.00 ,$5.00 ,None,2013
AMOXICILLIN 50 MG/ML / CLAVULANATE 12.5 MG/ML ORAL SUSPENSION,2,Preferred Brands,21%,21%,None,2013
AMOXICILLIN 500MG TABLET (100 CT),1,Generics,$2.00 ,$5.00 ,None,2013
"Amoxicillin 500mg/1 500 CAPSULE in 1 BOTTLE, PLASTIC",1,Generics,$2.00 ,$5.00 ,None,2013
AMOXICILLIN 875MG TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
AMOXICILLIN AND CLAVULANATE POTASSIUM TABLETS 875;125MG;MG 20 BOT,1,Generics,$2.00 ,$5.00 ,None,2013
AMOXICILLIN AND CLAVULANATE POTASSIUM TABLETS EXTENDED RELEASE 1000;62.5MG;MG,2,Preferred Brands,21%,21%,None,2013
AMOXICILLIN CLAVULANATE POTASSIUM FOR SUSPENSION 600-42.9MG 125ML BOT,2,Preferred Brands,21%,21%,None,2013
AMOXICILLIN FOR ORAL SUSPENSION 125MG/5ML 100ML BOT,1,Generics,$2.00 ,$5.00 ,None,2013
AMOXICILLIN FOR ORAL SUSPENSION 200MG/5ML 100ML BOTGL,1,Generics,$2.00 ,$5.00 ,None,2013
AMOXICILLIN FOR ORAL SUSPENSION 250MG/5ML 100ML BOT,1,Generics,$2.00 ,$5.00 ,None,2013
AMOXICILLIN FOR ORAL SUSPENSION 400MG/5ML 50ML BOTGL,1,Generics,$2.00 ,$5.00 ,None,2013
AMPHETAMINE SALT COMBO 12.5MG TABLET,2,Preferred Brands,21%,21%,P,2013
AMPHETAMINE SALT COMBO 15MG TABLET,2,Preferred Brands,21%,21%,P,2013
AMPHETAMINE SALT COMBO 30MG TABLET,2,Preferred Brands,21%,21%,P,2013
AMPHETAMINE SALT COMBO 7.5MG TABLET,2,Preferred Brands,21%,21%,P,2013
AMPHETAMINE SALTS 20MG TABLET,2,Preferred Brands,21%,21%,P,2013
AMPHETAMINE SALTS 5 MG TAB,2,Preferred Brands,21%,21%,P,2013
amphotericin b 50mg/10mL 10 mL in 1 VIAL,1,Generics,$2.00 ,$5.00 ,P,2013
"Ampicillin 125mg/1 10 VIAL in 1 BOX / 1 INJECTION, POWDER, FOR SOLUTION in 1 VIAL",2,Preferred Brands,21%,21%,None,2013
AMPICILLIN CAPSULES 250MG 100 BOT,1,Generics,$2.00 ,$5.00 ,None,2013
AMPICILLIN CAPSULES 500MG 100 BOT,1,Generics,$2.00 ,$5.00 ,None,2013
AMPICILLIN FOR INJECTION POWDER,2,Preferred Brands,21%,21%,None,2013
AMPICILLIN FOR ORAL SUSPENSION 125MG 100ML BOT,1,Generics,$2.00 ,$5.00 ,None,2013
AMPICILLIN FOR ORAL SUSPENSION 250MG 100ML BOT,1,Generics,$2.00 ,$5.00 ,None,2013
AMPICILLIN POWDER FOR INJECTION 1 GM/ML,2,Preferred Brands,21%,21%,None,2013
ampicillin-sulbactam 15 gm vl,2,Preferred Brands,21%,21%,None,2013
ampicillin-sulbactam 3 gm vial,2,Preferred Brands,21%,21%,None,2013
AMPYRA ER 10 MG TABLET,4,Specialty,25%,25%,P Q:60/30Days,2013
"Amturnide 150; 5; 12.5mg/1; mg/1; mg/1 30 TABLET, FILM COATED in 1 BOTTLE",2,Preferred Brands,21%,21%,Q:30/30Days,2013
"Amturnide 300; 10; 12.5mg/1; mg/1; mg/1 30 TABLET, FILM COATED in 1 BOTTLE",2,Preferred Brands,21%,21%,Q:30/30Days,2013
"Amturnide 300; 10; 25mg/1; mg/1; mg/1 30 TABLET, FILM COATED in 1 BOTTLE",2,Preferred Brands,21%,21%,Q:30/30Days,2013
"Amturnide 300; 5; 12.5mg/1; mg/1; mg/1 30 TABLET, FILM COATED in 1 BOTTLE",2,Preferred Brands,21%,21%,Q:30/30Days,2013
"Amturnide 300; 5; 25mg/1; mg/1; mg/1 30 TABLET, FILM COATED in 1 BOTTLE",2,Preferred Brands,21%,21%,Q:30/30Days,2013
Anagrelide Hydrochloride 0.5mg/1 100 CAPSULE in 1 BOTTLE,3,Non-Preferred Brand Drugs,43%,43%,P,2013
Anagrelide Hydrochloride 1mg/1 100 CAPSULE in 1 BOTTLE,3,Non-Preferred Brand Drugs,43%,43%,P,2013
ANASTROZOLE TABLETS,2,Preferred Brands,21%,21%,None,2013
ANDROGEL 1%(50MG) GEL PACKET,2,Preferred Brands,21%,21%,P Q:300/30Days,2013
"Androgel 16.2mg/g 1 BOTTLE, PUMP in 1 CARTON / 88 g in 1 BOTTLE, PUMP",2,Preferred Brands,21%,21%,P Q:150/30Days,2013
ANTARA CAPSULES,2,Preferred Brands,21%,21%,Q:30/30Days,2013
ANTARA CAPSULES,2,Preferred Brands,21%,21%,Q:60/30Days,2013
APOKYN 30mg/3mL 5 CARTRIDGE in 1 CARTON / 3 mL in 1 CARTRIDGE,4,Specialty,25%,25%,None,2013
APRI 0.15-0.03 TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
APRISO CP24,2,Preferred Brands,21%,21%,None,2013
APTIVUS 250MG CAPSULE,4,Specialty,25%,25%,None,2013
APTIVUS ORAL SOLUTION 100MG/ML 95 ML BOT,4,Specialty,25%,25%,None,2013
Aralast NP 1 KIT in 1 CARTON,4,Specialty,25%,25%,P,2013
ARANELLE 7-9-5 TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
ARANESP 100ug/0.5mL 1 BLISTER PACK in 1 PACKAGE / 4 SYRINGE in 1 BLISTER PACK / 0.5 mL in 1 SYRINGE,4,Specialty,25%,25%,P,2013
"ARANESP 100ug/mL 4 VIAL, SINGLE-DOSE in 1 PACKAGE / 1 mL in 1 VIAL, SINGLE-DOSE",4,Specialty,25%,25%,P,2013
ARANESP 200MCG/0.4ML SYRINGE,4,Specialty,25%,25%,P,2013
ARANESP 200MCG/ML VIAL,4,Specialty,25%,25%,P,2013
ARANESP 25ug/0.42mL 1 BLISTER PACK in 1 PACKAGE / 4 SYRINGE in 1 BLISTER PACK / 0.42 mL in 1 SYRING,2,Preferred Brands,21%,21%,P,2013
"ARANESP 25ug/mL 4 VIAL, SINGLE-DOSE in 1 PACKAGE / 1 mL in 1 VIAL, SINGLE-DOSE",2,Preferred Brands,21%,21%,P,2013
ARANESP 300MCG/ML VIAL,4,Specialty,25%,25%,P,2013
ARANESP 500MCG/1ML SYRINGE,4,Specialty,25%,25%,P,2013
ARANESP 60MCG/ML VIAL,2,Preferred Brands,21%,21%,P,2013
ARANESP 60ug/0.3mL 1 BLISTER PACK in 1 PACKAGE / 4 SYRINGE in 1 BLISTER PACK / 0.3 mL in 1 SYRINGE,2,Preferred Brands,21%,21%,P,2013
ARANESP PREFILLED SYRINGE SINGLE USE 150MCG 4 SYR,4,Specialty,25%,25%,P,2013
ARANESP PREFILLED SYRINGE SINGLE USE 300MCG/0.6ML 300MCG /0.6ML SYR,4,Specialty,25%,25%,P,2013
ARANESP PREFILLED SYRINGE SINGLE USE 40MCG 4 X 40MCG SYR,2,Preferred Brands,21%,21%,P,2013
ARANESP SINGLE USE VIAL 40MCG 4 X 40MCG/ 1ML VIALSD,2,Preferred Brands,21%,21%,P,2013
ARCALYST INJECTION 220MG/VIAL,4,Specialty,25%,25%,P,2013
ARICEPT TABLETS,2,Preferred Brands,21%,21%,None,2013
"ASACOL 400mg/1 12 BOTTLE in 1 CASE / 180 TABLET, DELAYED RELEASE in 1 BOTTLE",3,Non-Preferred Brand Drugs,43%,43%,None,2013
"ASACOL HD 800mg/1 12 BOTTLE in 1 CASE / 180 TABLET, DELAYED RELEASE in 1 BOTTLE",3,Non-Preferred Brand Drugs,43%,43%,None,2013
ASMANEX 220ug/1 1 POUCH in 1 POUCH / 1 INHALER in 1 POUCH / 14 INHALANT in 1 INHALER,2,Preferred Brands,21%,21%,Q:2/30Days,2013
ASMANEX TWISTHALER 110 MCG #30,2,Preferred Brands,21%,21%,Q:2/30Days,2013
ASMANEX TWISTHALER 220MCG #120,2,Preferred Brands,21%,21%,Q:2/30Days,2013
ASMANEX TWISTHALER 220MCG #30,2,Preferred Brands,21%,21%,Q:2/30Days,2013
ASMANEX TWISTHALER 220MCG #60,2,Preferred Brands,21%,21%,Q:2/30Days,2013
ASTEPRO 0.15% NASAL SPRAY 30 ML,2,Preferred Brands,21%,21%,Q:60/30Days,2013
ASTRAMORPH PF INJECTION 0.5MG/ML,1,Generics,$2.00 ,$5.00 ,P,2013
ASTRAMORPH PF INJECTION 1MG/ML,1,Generics,$2.00 ,$5.00 ,P,2013
ATENOLOL 100mg 100 TABLET BOTTLE,1,Generics,$2.00 ,$5.00 ,None,2013
Atenolol 25mg 100 TABLET BOTTLE,1,Generics,$2.00 ,$5.00 ,None,2013
ATENOLOL TABLET USP 50MG (100 CT),1,Generics,$2.00 ,$5.00 ,None,2013
ATENOLOL/CHLORTHALIDONE TABLET 100-25MG (100 CT),1,Generics,$2.00 ,$5.00 ,None,2013
ATENOLOL/CHLORTHALIDONE TABLET 50-25MG (100 CT),1,Generics,$2.00 ,$5.00 ,None,2013
ATORVASTATIN 10 MG TABLET,1,Generics,$2.00 ,$5.00 ,Q:30/30Days,2013
ATORVASTATIN 20 MG TABLET,1,Generics,$2.00 ,$5.00 ,Q:30/30Days,2013
ATORVASTATIN 40 MG TABLET,1,Generics,$2.00 ,$5.00 ,Q:30/30Days,2013
ATORVASTATIN 80 MG TABLET,1,Generics,$2.00 ,$5.00 ,Q:30/30Days,2013
Atovaquone and Proguanil Hydrochloride 250; 100mg/1; mg/1,3,Non-Preferred Brand Drugs,43%,43%,None,2013
"Atripla 600; 200; 300mg/1; mg/1; mg/1 30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC",4,Specialty,25%,25%,None,2013
ATROVENT HFA AER 17MCG,3,Non-Preferred Brand Drugs,43%,43%,Q:26/30Days,2013
AUGMENTED BETAMETHASONE DIPROPIONATE OINTMENT,2,Preferred Brands,21%,21%,None,2013
AVASTIN 100MG/4ML VIAL,4,Specialty,25%,25%,P,2013
AVELOX 400MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,None,2013
AVELOX ABC PACK 400MG TABLET,3,Non-Preferred Brand Drugs,43%,43%,None,2013
AVELOX IV 400MG/250ML,3,Non-Preferred Brand Drugs,43%,43%,None,2013
AVIANE 0.1-0.02 TABLET,1,Generics,$2.00 ,$5.00 ,None,2013
AVINZA 120MG CAPSULE MULTIPHASIC RELEASE 24 HR,3,Non-Preferred Brand Drugs,43%,43%,Q:60/30Days,2013
AVINZA 30MG CAPSULE MULTIPHASIC RELEASE 24 HR,3,Non-Preferred Brand Drugs,43%,43%,Q:60/30Days,2013
AVINZA 60MG CAPSULE MULTIPHASIC RELEASE 24 HR,3,Non-Preferred Brand Drugs,43%,43%,Q:60/30Days,2013
AVINZA 90MG CAPSULE MULTIPHASIC RELEASE 24 HR,3,Non-Preferred Brand Drugs,43%,43%,Q:60/30Days,2013
AVINZA CAPSULES EXTENDED RELEASE 45MG 100 BOTPL,3,Non-Preferred Brand Drugs,43%,43%,Q:60/30Days,2013
AVINZA CAPSULES EXTENDED RELEASE 75MG 100 BOTPL,3,Non-Preferred Brand Drugs,43%,43%,Q:60/30Days,2013
AVITA 0.025% CREAM,2,Preferred Brands,21%,21%,None,2013
Avita 0.25mg/g 45 g in 1 TUBE,2,Preferred Brands,21%,21%,None,2013
AVODART 0.5MG SOFTGEL,3,Non-Preferred Brand Drugs,43%,43%,Q:30/30Days,2013
AVONEX ADMIN PACK 30MCG SYR,4,Specialty,25%,25%,P Q:4/28Days,2013
AVONEX ADMIN PACK 30MCG VL,4,Specialty,25%,25%,P Q:4/28Days,2013
