name,tier_num,tier_desc,cost_30,cost_90,management,year
"Clonazepam 1mg/1 90 TABLET BOTTLE, PLASTIC",2,Non-Preferred Generics,$3.00,$0.00,None,2013
"Clonazepam 2mg/1 10 BLISTER PACK in 1 CARTON / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK",4,Non-Preferred Brand,35%,35%,None,2013
Clonazepam 2mg/1 100 TABLET BOTTLE,2,Non-Preferred Generics,$3.00,$0.00,None,2013
Clonidine 0.1mg/d 4 POUCH in 1 CARTON / 1 PATCH in 1 POUCH / 7 d in 1 PATCH,3,Preferred Brand,20%,20%,Q:4/28Days,2013
Clonidine 0.2mg/d 4 POUCH in 1 CARTON / 1 PATCH in 1 POUCH / 7 d in 1 PATCH,3,Preferred Brand,20%,20%,Q:4/28Days,2013
Clonidine 0.3mg/d 4 POUCH in 1 CARTON / 1 PATCH in 1 POUCH / 7 d in 1 PATCH,3,Preferred Brand,20%,20%,Q:4/28Days,2013
CLONIDINE HCL 0.2MG TABLET (500 CT),1,Preferred Generics,$1.00,$0.00,None,2013
CLONIDINE HCL TABLET 0.1MG (500 CT),1,Preferred Generics,$1.00,$0.00,None,2013
CLONIDINE HCL TABLET 0.3MG (100 CT),3,Preferred Brand,20%,20%,None,2013
CLOPIDOGREL 300 MG tablet,2,Non-Preferred Generics,$3.00,$0.00,Q:1/30Days,2013
CLOPIDOGREL TAB 75MG,2,Non-Preferred Generics,$3.00,$0.00,Q:30/30Days,2013
CLORAZEPATE 15 MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
"Clorazepate Dipotassium 3.75mg/1 500 TABLET BOTTLE, PLASTIC",4,Non-Preferred Brand,35%,35%,None,2013
"Clorazepate Dipotassium 7.5mg/1 500 TABLET BOTTLE, PLASTIC",4,Non-Preferred Brand,35%,35%,None,2013
CLORPRES 0.1-15 TABLET,4,Non-Preferred Brand,35%,35%,None,2013
CLORPRES 0.2-15 TABLET,4,Non-Preferred Brand,35%,35%,None,2013
CLORPRES 0.3-15 TABLET,4,Non-Preferred Brand,35%,35%,None,2013
CLOTRIMAZOLE 1% CREAM,2,Non-Preferred Generics,$3.00,$0.00,None,2013
CLOTRIMAZOLE 10MG TROCHE,2,Non-Preferred Generics,$3.00,$0.00,None,2013
CLOTRIMAZOLE SOLUTION TOPICAL 1% 30ML BOTPL,2,Non-Preferred Generics,$3.00,$0.00,None,2013
CLOTRIMAZOLE-BETAMETHASONE 1-0.05% LOTION,2,Non-Preferred Generics,$3.00,$0.00,None,2013
CLOTRIMAZOLE/BETAMETHASONE DIPROPIONATE 0.64; 10mg/g; mg/g 45 g in 1 TUBE,2,Non-Preferred Generics,$3.00,$0.00,None,2013
Clozapine 100mg/1 100 TABLET BOTTLE,3,Preferred Brand,20%,20%,None,2013
CLOZAPINE 200MG TABLET (500 CT),3,Preferred Brand,20%,20%,None,2013
CLOZAPINE 25MG TABLET (100 CT),3,Preferred Brand,20%,20%,None,2013
CLOZAPINE 50MG TABLET (500 CT),3,Preferred Brand,20%,20%,None,2013
COARTEM 20MG-120MG,4,Non-Preferred Brand,35%,35%,Q:24/30Days,2013
CODEINE SULFATE 30 MG TABLET 3100,3,Preferred Brand,20%,20%,Q:360/30Days,2013
Codeine sulfate 60mg/1 100 TABLET BOTTLE,3,Preferred Brand,20%,20%,Q:180/30Days,2013
CODEINE SULFATE TABLETS,3,Preferred Brand,20%,20%,Q:360/30Days,2013
COLCRYS 0.6 MG TABLET,3,Preferred Brand,20%,20%,Q:120/30Days,2013
COLESTIPOL HCL 1G TABLET,3,Preferred Brand,20%,20%,None,2013
COLESTIPOL HYDROCHLORIDE 5g/1 100 SUSPENSION in 1 BOTTLE,3,Preferred Brand,20%,20%,None,2013
colistimethate 150mg/2mL 1 VIAL in 1 CARTON / 2 mL in 1 VIAL,4,Non-Preferred Brand,35%,35%,None,2013
COLLAGENASE SANTYL OINTMENT 250UNT 30GM TUBE,4,Non-Preferred Brand,35%,35%,None,2013
COLOCORT 100MG ENEMA,3,Preferred Brand,20%,20%,None,2013
COLY MYCIN M FOR INJECTION 150MG/VIAL 5 ML VIALSD,4,Non-Preferred Brand,35%,35%,None,2013
COMETRIQ 100 MG DAILY-DOSE PK,5,Specialty,25%,N/A,P Q:56/28Days,2013
COMETRIQ 140 MG DAILY-DOSE PK,5,Specialty,25%,N/A,P Q:112/28Days,2013
COMETRIQ 60 MG DAILY-DOSE PACK,5,Specialty,25%,N/A,P Q:84/28Days,2013
COMPLERA 200; 27.5; 300mg/1; mg/1; mg/1,5,Specialty,25%,N/A,Q:30/30Days,2013
COMPRO 25MG SUPPOSITORY,2,Non-Preferred Generics,$3.00,$0.00,None,2013
COMTAN 200MG TABLET,4,Non-Preferred Brand,35%,35%,Q:300/30Days,2013
COMVAX VACCINE VIAL,4,Non-Preferred Brand,35%,35%,None,2013
CONSTULOSE 10 GM/15 ML SOLN,2,Non-Preferred Generics,$3.00,$0.00,None,2013
COPAXONE 20MG/ML 30 BLISTER PACK IN 1 CRTN,5,Specialty,25%,N/A,P Q:30/30Days,2013
CORTIFOAM RECTAL FOAM,4,Non-Preferred Brand,35%,35%,None,2013
CORTISONE ACETATE 25MG TABLET (100 CT),2,Non-Preferred Generics,$3.00,$0.00,None,2013
COSMEGEN 0.5MG VIAL,5,Specialty,25%,N/A,P,2013
COUMADIN 10MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
COUMADIN 1MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
COUMADIN 2.5MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
COUMADIN 2MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
COUMADIN 3mg/1 1 BOTTLE in 1 CARTON / 100 TABLET BOTTLE,4,Non-Preferred Brand,35%,35%,None,2013
COUMADIN 4mg/1 100 TABLET in 1 BLISTER PACK,4,Non-Preferred Brand,35%,35%,None,2013
COUMADIN 5MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
COUMADIN 5MG VIAL,4,Non-Preferred Brand,35%,35%,None,2013
COUMADIN 6MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
COUMADIN 7.5MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
COVERA-HS 180MG SA TABLET,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2013
COVERA-HS 240MG SA TABLET,4,Non-Preferred Brand,35%,35%,Q:60/30Days,2013
"Creon 256.11mg/1 1 BOTTLE in 1 CARTON / 70 CAPSULE, DELAYED RELEASE in 1 BOTTLE",3,Preferred Brand,20%,20%,None,2013
CREON DELAYED RELEASE CAPSULES 12000MG 100 BOT,3,Preferred Brand,20%,20%,None,2013
CREON DELAYED RELEASE CAPSULES 24000MG 100 BOT,3,Preferred Brand,20%,20%,None,2013
CREON DELAYED RELEASE CAPSULES 6000MG 100 BOT,3,Preferred Brand,20%,20%,None,2013
"CREON DR 36,000 UNITS CAPSULE",3,Preferred Brand,20%,20%,None,2013
CRESTOR 10MG TABLET,3,Preferred Brand,20%,20%,Q:30/30Days,2013
CRESTOR 20MG TABLET,3,Preferred Brand,20%,20%,Q:30/30Days,2013
"CRESTOR 40mg/1 30 FILM COATED TABLETS in BOTTLE, PLASTIC",3,Preferred Brand,20%,20%,Q:30/30Days,2013
CRESTOR 5MG TABLET,3,Preferred Brand,20%,20%,Q:30/30Days,2013
CRIXIVAN 200MG CAPSULE,4,Non-Preferred Brand,35%,35%,Q:450/30Days,2013
CRIXIVAN 400mg/1 90 CAPSULE in 1 BOTTLE,4,Non-Preferred Brand,35%,35%,Q:270/30Days,2013
CROMOLYN NEBULIZER SOLUTION,2,Non-Preferred Generics,$3.00,$0.00,P,2013
CROMOLYN SODIUM 100 MG/5 ML,2,Non-Preferred Generics,$3.00,$0.00,None,2013
CROMOLYN SODIUM 4% 40MG 10ML BOT,2,Non-Preferred Generics,$3.00,$0.00,None,2013
CUBICIN 500MG VIAL,5,Specialty,25%,N/A,P,2013
Cyclafem 1/35 6 BLISTER PACK in 1 CARTON / 1 KIT in 1 BLISTER PACK,4,Non-Preferred Brand,35%,35%,None,2013
Cyclafem 7/7/7 6 BLISTER PACK in 1 CARTON / 1 KIT in 1 BLISTER PACK,4,Non-Preferred Brand,35%,35%,None,2013
CYCLOPHOSPHAMIDE 25MG TABLET,4,Non-Preferred Brand,35%,35%,P,2013
CYCLOPHOSPHAMIDE 50MG TABLET,4,Non-Preferred Brand,35%,35%,P,2013
CYCLOSPORINE 100MG CAPSULE,4,Non-Preferred Brand,35%,35%,P,2013
"Cyclosporine 100mg/1 30 BLISTER PACK in 1 CARTON / 1 CAPSULE, LIQUID FILLED in 1 BLISTER PACK",4,Non-Preferred Brand,35%,35%,P,2013
CYCLOSPORINE 25MG CAPSULE,4,Non-Preferred Brand,35%,35%,P,2013
"Cyclosporine 25mg/1 30 BLISTER PACK in 1 CARTON / 1 CAPSULE, LIQUID FILLED in 1 BLISTER PACK",4,Non-Preferred Brand,35%,35%,P,2013
"Cyclosporine 50mg/1 30 BLISTER PACK in 1 CARTON / 1 CAPSULE, LIQUID FILLED in 1 BLISTER PACK",4,Non-Preferred Brand,35%,35%,P,2013
Cyclosporine 50mg/mL 10 VIAL in 1 BOX / 5 mL in 1 VIAL,4,Non-Preferred Brand,35%,35%,P,2013
CYCLOSPORINE ORAL SOLUTION 100MG 50ML BOT,4,Non-Preferred Brand,35%,35%,P,2013
CYKLOKAPRON 100MG/ML AMPUL,3,Preferred Brand,20%,20%,P Q:400/30Days,2013
CYMBALTA 20MG CAPSULE,3,Preferred Brand,20%,20%,Q:60/30Days,2013
"Cymbalta 60mg/1 1000 CAPSULE, DELAYED RELEASE in 1 BOTTLE",3,Preferred Brand,20%,20%,Q:60/30Days,2013
CYMBALTA CAPSULES DELAYED RELEASE 30MG (30 CT),3,Preferred Brand,20%,20%,Q:60/30Days,2013
CYSTADANE POWDER FOR ORAL SOLUTION 180GM,4,Non-Preferred Brand,35%,35%,None,2013
CYSTAGON 150MG CAPSULE,4,Non-Preferred Brand,35%,35%,None,2013
CYSTAGON 50MG CAPSULE,4,Non-Preferred Brand,35%,35%,None,2013
CYSTARAN 0.44% EYE DROPS,5,Specialty,25%,N/A,P Q:60/28Days,2013
CYTARABINE 20MG/ML VIAL,2,Non-Preferred Generics,$3.00,$0.00,P,2013
CYTARABINE 500MG VIAL,2,Non-Preferred Generics,$3.00,$0.00,P,2013
CYTARABINE SOLUTION INJECTION 100MG 20ML VIALSD,2,Non-Preferred Generics,$3.00,$0.00,P,2013
CYTOMEL 25MCG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
CYTOMEL 50MCG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
CYTOMEL 5MCG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
CYTOVENE IV INJECTION,4,Non-Preferred Brand,35%,35%,None,2013
DACARBAZINE 200MG VIAL,2,Non-Preferred Generics,$3.00,$0.00,P,2013
DACOGEN FOR INJECTION,5,Specialty,25%,N/A,P,2013
DANAZOL 100MG CAPSULE,4,Non-Preferred Brand,35%,35%,None,2013
DANAZOL 50MG CAPSULE,4,Non-Preferred Brand,35%,35%,None,2013
DANAZOL CAPSULES USP 200MG (100 CT),4,Non-Preferred Brand,35%,35%,None,2013
DANTROLENE SODIUM 100MG CAPSULE,3,Preferred Brand,20%,20%,None,2013
DANTROLENE SODIUM 25MG CAPSULE,3,Preferred Brand,20%,20%,None,2013
DANTROLENE SODIUM 50MG CAPSULE,3,Preferred Brand,20%,20%,None,2013
DAPSONE TABLETS 100MG 30 BLPK,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DAPSONE TABLETS 25MG 30 BLPK,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DAPTACEL VACCINE 15;5;5;3; LF/.5ML,4,Non-Preferred Brand,35%,35%,None,2013
DARAPRIM 25mg/1 100 TABLET BOTTLE,4,Non-Preferred Brand,35%,35%,None,2013
daunorubicin hydrochloride 5mg/mL 10 VIAL in 1 CARTON / 4 mL in 1 VIAL,2,Non-Preferred Generics,$3.00,$0.00,P,2013
DAYTRANA PATCH 1.1 MG/HR,4,Non-Preferred Brand,35%,35%,Q:30/30Days,2013
DAYTRANA PATCH 1.6 MG/HR,4,Non-Preferred Brand,35%,35%,Q:30/30Days,2013
DAYTRANA PATCH 2.2 MG/HR,4,Non-Preferred Brand,35%,35%,Q:30/30Days,2013
DAYTRANA PATCH 3.3 MG/HR,4,Non-Preferred Brand,35%,35%,Q:30/30Days,2013
DECAVAC VACCINE 2;5 UNT/0.5 ML,4,Non-Preferred Brand,35%,35%,None,2013
DEGARELIX INJ,5,Specialty,25%,N/A,P,2013
DEMECLOCYCLINE HCL 150MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
DEMECLOCYCLINE HCL 300MG TABLET,4,Non-Preferred Brand,35%,35%,None,2013
DEMSER CAPSULES 250MG (100 CT),4,Non-Preferred Brand,35%,35%,None,2013
DENAVIR 1% CREAM,4,Non-Preferred Brand,35%,35%,None,2013
DEPO-ESTRADIOL 5MG/ML VIAL,2,Non-Preferred Generics,$3.00,$0.00,P,2013
DESIPRAMINE 10 MG TABLET,3,Preferred Brand,20%,20%,None,2013
DESIPRAMINE 25MG TABLET,3,Preferred Brand,20%,20%,None,2013
DESIPRAMINE 50MG TABLET,3,Preferred Brand,20%,20%,None,2013
DESIPRAMINE 75 MG TABLET,3,Preferred Brand,20%,20%,None,2013
DESIPRAMINE HYDROCHLORIDE TABLETS,3,Preferred Brand,20%,20%,None,2013
DESIPRAMINE HYDROCHLORIDE TABLETS USP 100MG 100 BOT,3,Preferred Brand,20%,20%,None,2013
DESMOPRESSIN AC 4MCG/ML VL,3,Preferred Brand,20%,20%,None,2013
DESMOPRESSIN ACETATE 0.1MG TABLET,3,Preferred Brand,20%,20%,None,2013
DESMOPRESSIN ACETATE NASAL SOLUTION 0.1% 5 ML BOTSPR,3,Preferred Brand,20%,20%,None,2013
DESMOPRESSIN ACETATE TABLET 0.2MG (100 CT),3,Preferred Brand,20%,20%,None,2013
DESONIDE 0.05% OINTMENT,2,Non-Preferred Generics,$3.00,$0.00,None,2013
Desonide 0.5mg/g 1 TUBE in 1 TUBE / 60 g in 1 TUBE,2,Non-Preferred Generics,$3.00,$0.00,None,2013
"DESONIDE 0.5mg/g 114.1 g in 1 BOTTLE, PLASTIC",2,Non-Preferred Generics,$3.00,$0.00,None,2013
Desoximetasone 0.5mg/g 1 TUBE in 1 CARTON / 60 g in 1 TUBE,4,Non-Preferred Brand,35%,35%,None,2013
Desoximetasone 0.5mg/g 1 TUBE in 1 CARTON / 60 g in 1 TUBE,4,Non-Preferred Brand,35%,35%,None,2013
Desoximetasone 2.5mg/g 1 TUBE in 1 CARTON / 60 g in 1 TUBE,4,Non-Preferred Brand,35%,35%,None,2013
Desoximetasone 2.5mg/g 1 TUBE in 1 TUBE / 60 g in 1 TUBE,4,Non-Preferred Brand,35%,35%,None,2013
DEXAMETHASONE 0.5MG TABLET,1,Preferred Generics,$1.00,$0.00,None,2013
DEXAMETHASONE 0.5MG/0.5ML DROP,3,Preferred Brand,20%,20%,None,2013
DEXAMETHASONE 0.5MG/5ML ELX,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXAMETHASONE 0.75MG TABLET,1,Preferred Generics,$1.00,$0.00,None,2013
DEXAMETHASONE 1.5MG TABLET,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXAMETHASONE 1MG TABLET,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXAMETHASONE 2MG TABLET,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXAMETHASONE 4MG TABLET,1,Preferred Generics,$1.00,$0.00,None,2013
DEXAMETHASONE 6MG TABLET,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXAMETHASONE SODIUM PHOSPHATE 0.1% DROPS,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXAMETHASONE SODIUM PHOSPHATE INJECTION 4MG 30ML VIALMD,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXMETHYLPHENIDATE HCL 10MG TABLET,2,Non-Preferred Generics,$3.00,$0.00,Q:60/30Days,2013
DEXMETHYLPHENIDATE HCL 2.5MG TABLET,2,Non-Preferred Generics,$3.00,$0.00,Q:60/30Days,2013
DEXMETHYLPHENIDATE HCL 5MG TABLET,2,Non-Preferred Generics,$3.00,$0.00,Q:60/30Days,2013
DEXRAZOXANE 500MG VIAL,3,Preferred Brand,20%,20%,P,2013
DEXTROAMP-AMPHET ER 10 MG CAP,3,Preferred Brand,20%,20%,Q:30/30Days,2013
DEXTROAMP-AMPHET ER 15 MG CAP,3,Preferred Brand,20%,20%,Q:30/30Days,2013
DEXTROAMP-AMPHET ER 20 MG CAP,3,Preferred Brand,20%,20%,Q:60/30Days,2013
DEXTROAMP-AMPHET ER 25 MG CAP,3,Preferred Brand,20%,20%,Q:60/30Days,2013
DEXTROAMP-AMPHET ER 30 MG CAP,3,Preferred Brand,20%,20%,Q:60/30Days,2013
DEXTROAMP-AMPHET ER 5 MG CAP,3,Preferred Brand,20%,20%,Q:30/30Days,2013
DEXTROAMPHETAMINE 10MG TABLET,3,Preferred Brand,20%,20%,Q:180/30Days,2013
DEXTROAMPHETAMINE 5MG TABLET,3,Preferred Brand,20%,20%,Q:150/30Days,2013
DEXTROAMPHETAMINE SACCHARATE AND SULFATE AMPHETAMINE ASPARTATE 10MG TABLET (100 CT),3,Preferred Brand,20%,20%,Q:90/30Days,2013
DEXTROAMPHETAMINE SULFATE CAPSULES EXTENDED RELEASED 15MG 100 CAPSULES BOT,3,Preferred Brand,20%,20%,Q:120/30Days,2013
DEXTROAMPHETAMINE SULFATE CAPSULES SUSTAINED RELEASE 5MG 100 CAPSULES BOT,3,Preferred Brand,20%,20%,Q:60/30Days,2013
DEXTROAMPHETAMINE SULFATE CAPSULES SUSTAINED RELEASED 10MG 100 CAPSULES BOT,3,Preferred Brand,20%,20%,Q:180/30Days,2013
DEXTROSE 10%-1/4NS IV TUBEX,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXTROSE 2.5%-1/2NS IV SOLUTION,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXTROSE 5%-1/4NS IV SOLUTION,2,Non-Preferred Generics,$3.00,$0.00,None,2013
Dextrose And Sodium Chloride 5; 0.9g/100mL; g/100mL 24 CONTAINER in 1 CASE / 250 mL in 1 CONTAINER,2,Non-Preferred Generics,$3.00,$0.00,None,2013
Dextrose in Lactated Ringers 0.02; 5; 0.03; 0.6; 0.31g 12 CONTAINER in 1 CASE,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXTROSE IN SODIUM CHLORIDE INJECTION,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXTROSE IN SODIUM CHLORIDE INJECTION,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXTROSE IN SODIUM CHLORIDE INJECTION 1000ML X 12 CASE,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXTROSE IN SODIUM CHLORIDE INJECTION 500ML X 24 BAG,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXTROSE INJECTION 10 250ML X 24 BOTPL,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DEXTROSE INJECTION USP 5 4 X 100ML CTR,2,Non-Preferred Generics,$3.00,$0.00,None,2013
"Diazepam 10mg/1 500 TABLET BOTTLE, PLASTIC",4,Non-Preferred Brand,35%,35%,Q:120/30Days,2013
"Diazepam 10mg/2mL 2 SYRINGE, PLASTIC in 1 PACKAGE / 2 mL in 1 SYRINGE, PLASTIC",4,Non-Preferred Brand,35%,35%,None,2013
"Diazepam 2.5mg/0.5mL 2 SYRINGE, PLASTIC in 1 PACKAGE / 0.5 mL in 1 SYRINGE, PLASTIC",4,Non-Preferred Brand,35%,35%,None,2013
"Diazepam 20mg/4mL 2 SYRINGE, PLASTIC in 1 PACKAGE / 4 mL in 1 SYRINGE, PLASTIC",4,Non-Preferred Brand,35%,35%,None,2013
Diazepam 2mg/1 100 TABLET BOTTLE,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2013
Diazepam 5mg/1 100 TABLET BOTTLE,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2013
"Diazepam 5mg/5mL 500 mL in 1 BOTTLE, PLASTIC",4,Non-Preferred Brand,35%,35%,Q:1200/30Days,2013
"Diazepam Intensol 5mg/mL 1 BOTTLE, DROPPER in 1 CARTON / 30 mL in 1 BOTTLE, DROPPER",4,Non-Preferred Brand,35%,35%,Q:1200/30Days,2013
DICLOFENAC 25MG TABLET EC,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DICLOFENAC POTASSIUM 50MG TABLET (500 CT),2,Non-Preferred Generics,$3.00,$0.00,None,2013
DICLOFENAC SODIUM 0.1% DROPS,2,Non-Preferred Generics,$3.00,$0.00,None,2013
"Diclofenac Sodium 100mg/1 100 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE, PLASTIC",2,Non-Preferred Generics,$3.00,$0.00,None,2013
DICLOFENAC SODIUM 50MG TABLET DELAYED RELEASE (100 CT),2,Non-Preferred Generics,$3.00,$0.00,None,2013
"Diclofenac Sodium 75mg/1 1000 TABLET, DELAYED RELEASE in 1 BOTTLE",1,Preferred Generics,$1.00,$0.00,None,2013
DICLOXACILLIN 250MG CAPSULE,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DICLOXACILLIN SODIUM 500MG CAP,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DICYCLOMINE 10MG CAPSULE,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DICYCLOMINE HCL 10MG/5ML SYRUP,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DICYCLOMINE HCL 20MG TABLET (500 CT),2,Non-Preferred Generics,$3.00,$0.00,None,2013
"Didanosine 200mg/1 30 CAPSULE, DELAYED RELEASE PELLETS in 1 BOTTLE",4,Non-Preferred Brand,35%,35%,Q:60/30Days,2013
"Didanosine 250mg/1 30 CAPSULE, DELAYED RELEASE PELLETS in 1 BOTTLE",4,Non-Preferred Brand,35%,35%,Q:30/30Days,2013
DIDANOSINE 400MG CAPSULE DELAYED RELEASE,4,Non-Preferred Brand,35%,35%,Q:30/30Days,2013
DIDANOSINE DELAYED RELEASE CAPSULES 125MG 30 BOT,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2013
Dificid 200mg/1 1 BOTTLE in 1 CARTON / 20 FILM COATED TABLETS in BOTTLE,5,Specialty,25%,N/A,Q:20/10Days,2013
DIFLORASONE 0.05% CREAM,3,Preferred Brand,20%,20%,None,2013
DIFLORASONE 0.05% OINTMENT,3,Preferred Brand,20%,20%,None,2013
DIFLUNISAL 500MG TABLET,3,Preferred Brand,20%,20%,None,2013
"Digoxin 0.05mg/mL 60 mL in 1 BOTTLE, DROPPER",2,Non-Preferred Generics,$3.00,$0.00,P,2013
Digoxin 125ug 100 TABLET BOTTLE,1,Preferred Generics,$1.00,$0.00,Q:30/30Days,2013
Digoxin 250ug 100 TABLET BOTTLE,1,Preferred Generics,$1.00,$0.00,P,2013
DIGOXIN INJECTION 500MCG 25 X 2ML AMP,2,Non-Preferred Generics,$3.00,$0.00,P,2013
Dihydroergotamine Mesylate 1mg/mL 10 VIAL in 1 BOX / 1 mL in 1 VIAL,4,Non-Preferred Brand,35%,35%,None,2013
DILANTIN 50MG INFATAB,4,Non-Preferred Brand,35%,35%,None,2013
DILANTIN CAPSULES EXTENDED RELEASE,4,Non-Preferred Brand,35%,35%,None,2013
DILANTIN EXTENDED ORAL CAPSULE 100MG (100 CT),4,Non-Preferred Brand,35%,35%,None,2013
DILANTIN-125 SUS 125/5ML,4,Non-Preferred Brand,35%,35%,None,2013
DILATRATE-SR 40 MG CAPSULE,4,Non-Preferred Brand,35%,35%,None,2013
DILT-CD 120MG CAPSULE SR 24 HR,3,Preferred Brand,20%,20%,Q:60/30Days,2013
DILT-CD DILTIAZEM HCL ER CAPSULES 300MG,3,Preferred Brand,20%,20%,Q:30/30Days,2013
DILT-XR 180MG CAPSULE DEGRADABLE CONTROLLED-RELEASE,3,Preferred Brand,20%,20%,Q:60/30Days,2013
DILTIAZEM 30MG TABLET,1,Preferred Generics,$1.00,$0.00,None,2013
DILTIAZEM 90MG TABLET,1,Preferred Generics,$1.00,$0.00,None,2013
DILTIAZEM CD CAPSULES 120MG (90 CT),3,Preferred Brand,20%,20%,Q:60/30Days,2013
DILTIAZEM CD CAPSULES 240MG (90 CT),3,Preferred Brand,20%,20%,Q:60/30Days,2013
DILTIAZEM CD CAPSULES 300MG (90 CT),3,Preferred Brand,20%,20%,Q:30/30Days,2013
DILTIAZEM ER 240MG CAPSULE SA,3,Preferred Brand,20%,20%,Q:60/30Days,2013
DILTIAZEM HCL 100MG VIAL,4,Non-Preferred Brand,35%,35%,None,2013
DILTIAZEM HCL 120MG ER CAPSULE,3,Preferred Brand,20%,20%,None,2013
DILTIAZEM HCL 120MG TABLET,1,Preferred Generics,$1.00,$0.00,None,2013
DILTIAZEM HCL 60MG ER CAPSULE,3,Preferred Brand,20%,20%,None,2013
DILTIAZEM HCL 60MG TABLET,1,Preferred Generics,$1.00,$0.00,None,2013
diltiazem hcl er 420 mg cap,3,Preferred Brand,20%,20%,Q:30/30Days,2013
"Diltiazem Hydrochloride 180mg/1 500 CAPSULE, EXTENDED RELEASE in 1 BOTTLE",3,Preferred Brand,20%,20%,Q:60/30Days,2013
Diltiazem Hydrochloride 90mg EXTENDED RELEASE 100 CAPSULE BOTTLE,3,Preferred Brand,20%,20%,None,2013
DILTIAZEM HYDROCHLORIDE ER 360MG CAPSULES,3,Preferred Brand,20%,20%,Q:30/30Days,2013
DIOVAN 160MG TABLET,3,Preferred Brand,20%,20%,Q:60/30Days,2013
DIOVAN 320MG TABLET,3,Preferred Brand,20%,20%,Q:60/30Days,2013
DIOVAN 40MG TABLET,3,Preferred Brand,20%,20%,Q:60/30Days,2013
DIOVAN 80MG TABLET,3,Preferred Brand,20%,20%,Q:60/30Days,2013
DIOVAN HCT 160/12.5MG TABLET,3,Preferred Brand,20%,20%,Q:30/30Days,2013
DIOVAN HCT 160/25MG TABLET,3,Preferred Brand,20%,20%,Q:30/30Days,2013
DIOVAN HCT 320/12.5MG TABLET,3,Preferred Brand,20%,20%,Q:30/30Days,2013
DIOVAN HCT 320/25MG TABLET,3,Preferred Brand,20%,20%,Q:30/30Days,2013
DIOVAN HCT 80/12.5MG TABLET,3,Preferred Brand,20%,20%,Q:30/30Days,2013
Diphenoxylate Hydrochloride and Atropine Sulfate 0.025; 2.5mg 100 TABLET BOTTLE,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DIPHENOXYLATE/ATROPINE LIQ,2,Non-Preferred Generics,$3.00,$0.00,None,2013
DISOPYRAMIDE PHOSPHATE 150MG CAPSULE USP (100 CT),2,Non-Preferred Generics,$3.00,$0.00,P,2013
DISOPYRAMIDE PHOSPHATE CAPSULES 100MG (100 CT),2,Non-Preferred Generics,$3.00,$0.00,P,2013
Disulfiram 250mg/1,3,Preferred Brand,20%,20%,None,2013
Disulfiram 500mg/1,4,Non-Preferred Brand,35%,35%,None,2013
DIURIL 250MG/5ML SUSPENSION ORAL,3,Preferred Brand,20%,20%,None,2013
DIVALPROEX SODIUM 125 MG CAP,3,Preferred Brand,20%,20%,None,2013
DIVALPROEX SODIUM 125MG TBEC,3,Preferred Brand,20%,20%,None,2013
"Divalproex Sodium 250mg/1 500 TABLET, DELAYED RELEASE in 1 BOTTLE",3,Preferred Brand,20%,20%,None,2013
"Divalproex Sodium 500mg/1 500 TABLET, DELAYED RELEASE in 1 BOTTLE",3,Preferred Brand,20%,20%,None,2013
